TransactionID,TransactionDate,PayorName,PayorAccountNumber,PayorBank,PayorRoutingNumber,PayeeName,PayeeAccountNumber,PayeeBank,PayeeRoutingNumber,TransactionType,Amount,Currency,Status
TRNC22C315542,2025-11-05,Innovative Tech Solutions,7558681451,BMO Harris Bank (US),071000288,Starbucks Corp.,7318959928,"TD Bank, N.A. (US)",031101266,ACH Credit,17022.60,USD,Completed
TRN74A778DE52,2025-01-01,General Motors,2908642000,BMO Harris Bank (US),071000288,CVS Health,1393280774,Wells Fargo,121000248,RTP (Real-Time Payment),6041.23,USD,Completed
TRND4D74B902C,2025-12-20,Exxon Mobil,5106976111,BMO Harris Bank (US),071000288,Microsoft Corp.,9830431235,Citibank,021000089,RTP (Real-Time Payment),10798.66,USD,Completed
TRN9F43B14E33,2025-11-21,Target Corp.,7023211765,BMO Harris Bank (US),071000288,Alphabet Inc.,4387390566,Bank of America,026009593,RTP (Real-Time Payment),5382.37,USD,Completed
TRNA2AE062FAE,2025-12-10,AT&T,1683426843,JPMorgan Chase,021000021,Starbucks Corp.,5311243813,BMO Harris Bank (US),071000288,ACH Debit,142896.98,USD,Completed
TRN95C753D6A1,2025-01-17,Apple Inc.,8936946793,BMO Harris Bank (US),071000288,PayDay Services Inc.,6166512286,Bank of America,026009593,ACH Debit,82453.17,USD,Completed
TRN7AA87C8E26,2025-09-09,Apple Inc.,5993836862,Citibank,021000089,Delta Air Lines,1138296686,BMO Harris Bank (US),071000288,Domestic Wire,1619909.10,USD,Completed
TRNF471BFD3D5,2025-06-29,The Home Depot,7926521127,Citibank,021000089,Apple Inc.,4123649061,BMO Harris Bank (US),071000288,ACH Debit,89951.76,USD,Completed
TRN94A2C309CE,2025-11-14,Gordon Food Service,1431763470,Citibank,021000089,Boeing,9159998988,BMO Harris Bank (US),071000288,ACH Credit,7014.47,USD,Failed
TRN2DA5AEFA2A,2025-05-27,Apple Inc.,5999427041,U.S. Bank,091000022,Johnson & Johnson,1027689079,BMO Harris Bank (US),071000288,ACH Debit,103611.08,USD,Completed
TRN473CB09178,2025-11-27,United Parcel Service (UPS),6560131176,Wells Fargo,121000248,Procter & Gamble,2632519153,BMO Harris Bank (US),071000288,ACH Debit,157788.78,USD,Completed
TRNA8E7F62207,2025-11-20,American Tower Corp.,8267413989,Wells Fargo,121000248,Digital Realty Trust,7560677348,BMO Harris Bank (US),071000288,Domestic Wire,4683365.82,USD,Completed
TRN0E4C6371C4,2025-08-28,McKesson,7726088161,Citibank,021000089,Cisco Systems,8163430308,BMO Harris Bank (US),071000288,Domestic Wire,3951919.31,USD,Pending
TRNB37711EB0D,2025-06-07,Cardinal Health,4283042333,BMO Harris Bank (US),071000288,McKesson,4910469057,JPMorgan Chase,021000021,RTP (Real-Time Payment),21408.24,USD,Completed
TRN31FB30763F,2025-10-29,Global Logistics Partners,1929127063,PNC Bank,043000096,Ford Motor Company,6471346209,BMO Harris Bank (US),071000288,Domestic Wire,544216.97,USD,Completed
TRN7FD95E6A63,2025-07-12,PepsiCo,1015201606,BMO Harris Bank (US),071000288,Walgreens Boots Alliance,8001265374,PNC Bank,043000096,ACH Debit,57043.21,USD,Pending
TRNFD0EE2C75D,2025-02-07,Walgreens Boots Alliance,4049570238,PNC Bank,043000096,The Walt Disney Company,4398382006,BMO Harris Bank (US),071000288,ACH Credit,248898.24,USD,Completed
TRNEAF298B1CE,2025-10-23,Exxon Mobil,1935947601,BMO Harris Bank (US),071000288,McKesson,9916171675,"TD Bank, N.A. (US)",031101266,Domestic Wire,1898552.00,USD,Failed
TRN5CE294D46E,2025-09-11,Exxon Mobil,3496602677,"TD Bank, N.A. (US)",031101266,Apple Inc.,8773323169,BMO Harris Bank (US),071000288,ACH Debit,147009.41,USD,Completed
TRN27523E97B1,2025-03-24,Intel Corp.,4357590526,BMO Harris Bank (US),071000288,Walgreens Boots Alliance,2173475768,PNC Bank,043000096,ACH Debit,140821.02,USD,Completed
TRND1E9191F6A,2025-01-15,Creative Marketing Group,5752554154,Wells Fargo,121000248,American Tower Corp.,7559343986,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),22396.11,USD,Completed
TRNE5E9001872,2025-08-16,Ford Motor Company,8431044104,BMO Harris Bank (US),071000288,American Tower Corp.,8100521509,"TD Bank, N.A. (US)",031101266,ACH Credit,154210.89,USD,Completed
TRN3C7356E55C,2025-05-19,Delta Air Lines,2970007911,"TD Bank, N.A. (US)",031101266,Johnson & Johnson,4035955079,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),22807.43,USD,Completed
TRN2DF74561A1,2025-05-20,Costco Wholesale,2927536958,BMO Harris Bank (US),071000288,Global Logistics Partners,1280989878,"TD Bank, N.A. (US)",031101266,Domestic Wire,3532012.23,USD,Completed
TRN0187C63605,2025-03-02,Innovative Tech Solutions,2178376418,PNC Bank,043000096,Creative Marketing Group,7622368193,BMO Harris Bank (US),071000288,ACH Debit,158315.90,USD,Completed
TRNABA385C287,2025-09-16,CVS Health,9745943473,BMO Harris Bank (US),071000288,Apple Inc.,8501501921,PNC Bank,043000096,ACH Debit,18007.93,USD,Completed
TRN18C1FECDEB,2025-09-11,UnitedHealth Group,7331574724,Wells Fargo,121000248,Costco Wholesale,5063387812,BMO Harris Bank (US),071000288,Domestic Wire,599933.41,USD,Completed
TRN3280CA319A,2025-02-28,CVS Health,4654559113,Wells Fargo,121000248,The Walt Disney Company,6589139905,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),24252.29,USD,Completed
TRN9B0E4E5FD9,2025-05-11,AT&T,4034145528,Bank of America,026009593,Gordon Food Service,5451593715,BMO Harris Bank (US),071000288,ACH Debit,30845.29,USD,Completed
TRNE13A37919B,2025-04-19,Starbucks Corp.,2012954320,U.S. Bank,091000022,Sysco Corporation,6891035220,BMO Harris Bank (US),071000288,ACH Debit,80401.11,USD,Completed
TRN582D5830E3,2025-08-01,Procter & Gamble,6149944475,Citibank,021000089,PayDay Services Inc.,4295812239,BMO Harris Bank (US),071000288,ACH Debit,64092.25,USD,Completed
TRN8C7C730AF0,2025-03-25,Cisco Systems,9383037013,BMO Harris Bank (US),071000288,Precision Manufacturing Inc.,9161856586,U.S. Bank,091000022,RTP (Real-Time Payment),1422.54,USD,Completed
TRN0743CF760D,2025-01-30,Target Corp.,7069548349,BMO Harris Bank (US),071000288,Alphabet Inc.,4419347818,Wells Fargo,121000248,Domestic Wire,650543.70,USD,Completed
TRN1080A527D0,2025-07-21,IBM,7087494124,BMO Harris Bank (US),071000288,Apple Inc.,3844319967,Wells Fargo,121000248,Domestic Wire,469500.48,USD,Completed
TRN40E7C41AE8,2025-10-27,AmerisourceBergen,1099239140,U.S. Bank,091000022,IBM,5459112888,BMO Harris Bank (US),071000288,ACH Credit,220248.29,USD,Completed
TRN293C199DE6,2025-11-28,The Walt Disney Company,7502937921,BMO Harris Bank (US),071000288,Cisco Systems,7182054493,"TD Bank, N.A. (US)",031101266,ACH Debit,150129.26,USD,Completed
TRN135F5B54D2,2025-12-03,Main Street Cafe Supplies,9416713408,Citibank,021000089,AmerisourceBergen,2341773239,BMO Harris Bank (US),071000288,Domestic Wire,1002694.10,USD,Completed
TRNC5A2AB033E,2025-11-21,UnitedHealth Group,2262318643,Citibank,021000089,Walmart Inc.,8137445918,BMO Harris Bank (US),071000288,ACH Debit,64543.21,USD,Completed
TRN4E2F956269,2025-02-19,UnitedHealth Group,2809072667,Citibank,021000089,Delta Air Lines,6619445537,BMO Harris Bank (US),071000288,ACH Credit,147934.50,USD,Pending
TRN4C1E282124,2025-02-03,Intel Corp.,9061430396,"TD Bank, N.A. (US)",031101266,Cardinal Health,9431026085,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),3877.45,USD,Completed
TRN9CA3B6B511,2025-09-19,Gordon Food Service,9272045918,Wells Fargo,121000248,Costco Wholesale,7565122005,BMO Harris Bank (US),071000288,ACH Credit,246083.33,USD,Failed
TRNFEDBF91239,2025-12-09,AT&T,3670793079,Wells Fargo,121000248,United Parcel Service (UPS),5277937217,BMO Harris Bank (US),071000288,Domestic Wire,2799071.10,USD,Failed
TRN8A320E7B81,2025-07-30,Global Logistics Partners,2491432075,JPMorgan Chase,021000021,Walmart Inc.,9126538436,BMO Harris Bank (US),071000288,ACH Debit,47415.32,USD,Completed
TRN4B350A4738,2025-10-01,Innovative Tech Solutions,3604769736,BMO Harris Bank (US),071000288,United Parcel Service (UPS),4712789799,Wells Fargo,121000248,Domestic Wire,2609268.67,USD,Completed
TRN391B828E9E,2025-12-09,United Parcel Service (UPS),8409305155,Bank of America,026009593,Delta Air Lines,4616516806,BMO Harris Bank (US),071000288,Domestic Wire,1037398.86,USD,Completed
TRNB7C823BA22,2025-07-06,Target Corp.,9385323661,U.S. Bank,091000022,PepsiCo,4245938288,BMO Harris Bank (US),071000288,Domestic Wire,3290963.23,USD,Completed
TRN516D633772,2025-05-16,American Tower Corp.,6048121736,BMO Harris Bank (US),071000288,Chevron,1818265013,JPMorgan Chase,021000021,RTP (Real-Time Payment),3944.35,USD,Completed
TRN788650454C,2025-03-05,Costco Wholesale,6288907369,BMO Harris Bank (US),071000288,PepsiCo,8605798624,PNC Bank,043000096,ACH Credit,146840.26,USD,Pending
TRND6E3D8BE97,2025-08-09,Target Corp.,2335996263,BMO Harris Bank (US),071000288,Global Logistics Partners,2610386500,Bank of America,026009593,ACH Credit,8944.59,USD,Completed
TRN9C55F15E6A,2025-04-07,Boeing,7345703251,"TD Bank, N.A. (US)",031101266,Alphabet Inc.,7971035555,BMO Harris Bank (US),071000288,ACH Credit,244677.66,USD,Completed
TRNF55D04C700,2025-02-11,PayDay Services Inc.,4198960334,BMO Harris Bank (US),071000288,Ford Motor Company,1874310175,"TD Bank, N.A. (US)",031101266,Domestic Wire,3855263.36,USD,Completed
TRN2683887AA4,2025-07-30,UnitedHealth Group,7841359403,BMO Harris Bank (US),071000288,CVS Health,9415334491,Wells Fargo,121000248,ACH Debit,123206.69,USD,Failed
TRN5635BACC8B,2025-10-25,Cisco Systems,9200778343,BMO Harris Bank (US),071000288,Verizon Communications,3505282578,U.S. Bank,091000022,RTP (Real-Time Payment),16204.01,USD,Completed
TRNCC56C80E22,2025-04-29,Alphabet Inc.,4352325034,Bank of America,026009593,Oracle Corp.,4349303040,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),10370.10,USD,Failed
TRNF78C3D49A4,2025-05-11,CVS Health,7779379193,BMO Harris Bank (US),071000288,Costco Wholesale,8228760709,Wells Fargo,121000248,RTP (Real-Time Payment),17193.09,USD,Failed
TRNBD24182149,2025-04-12,"Amazon.com, Inc.",6766996475,Citibank,021000089,General Motors,2601294777,BMO Harris Bank (US),071000288,Domestic Wire,992227.32,USD,Completed
TRNBFF8853254,2025-07-01,UnitedHealth Group,9305336772,BMO Harris Bank (US),071000288,IBM,9063496606,PNC Bank,043000096,ACH Debit,74384.41,USD,Completed
TRN8DB6DE8F22,2025-05-31,The Home Depot,8701777273,BMO Harris Bank (US),071000288,CVS Health,8529470905,Bank of America,026009593,ACH Debit,237264.18,USD,Failed
TRN15C4D6D3B4,2025-08-15,McKesson,3819181293,BMO Harris Bank (US),071000288,"Amazon.com, Inc.",4893305334,U.S. Bank,091000022,Domestic Wire,4522926.63,USD,Completed
TRNCDD646A875,2025-10-26,General Motors,4283563321,BMO Harris Bank (US),071000288,AT&T,2667696702,"TD Bank, N.A. (US)",031101266,Domestic Wire,1505912.87,USD,Completed
TRN56167E6AB4,2025-12-26,Cardinal Health,1781147289,PNC Bank,043000096,PayDay Services Inc.,3128136747,BMO Harris Bank (US),071000288,Domestic Wire,2634129.30,USD,Completed
TRN87509B7B9E,2025-06-06,Chevron,1340256349,BMO Harris Bank (US),071000288,AT&T,7012326159,Bank of America,026009593,ACH Credit,99461.84,USD,Completed
TRNCB3C8C0E33,2025-10-01,Starbucks Corp.,5770332405,PNC Bank,043000096,Creative Marketing Group,5680359341,BMO Harris Bank (US),071000288,ACH Debit,225287.50,USD,Completed
TRN5E824BEC4D,2025-11-26,Walgreens Boots Alliance,3755932916,U.S. Bank,091000022,The Home Depot,6771038507,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),21678.08,USD,Completed
TRN47C9CB967C,2025-08-17,Microsoft Corp.,4445681834,"TD Bank, N.A. (US)",031101266,Johnson & Johnson,4781970588,BMO Harris Bank (US),071000288,ACH Debit,103641.77,USD,Completed
TRNC2076CF8C2,2025-11-01,Boeing,5933208172,Wells Fargo,121000248,Main Street Cafe Supplies,5519500797,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),11021.94,USD,Completed
TRN2AB2F822A9,2025-10-09,Intel Corp.,9434057319,U.S. Bank,091000022,Costco Wholesale,6486556345,BMO Harris Bank (US),071000288,ACH Credit,46889.61,USD,Completed
TRND766BC18E4,2025-02-21,Chevron,1273844236,BMO Harris Bank (US),071000288,UnitedHealth Group,6861552190,JPMorgan Chase,021000021,Domestic Wire,2918512.56,USD,Completed
TRNBA86A875CE,2025-03-07,Marathon Petroleum,5388634759,BMO Harris Bank (US),071000288,Innovative Tech Solutions,1519549302,U.S. Bank,091000022,RTP (Real-Time Payment),8986.96,USD,Completed
TRN52487FFF48,2025-08-20,IBM,8559497837,BMO Harris Bank (US),071000288,Walmart Inc.,5309604399,JPMorgan Chase,021000021,ACH Credit,153448.09,USD,Completed
TRNAA8CF07A26,2025-04-20,Innovative Tech Solutions,1992662150,Bank of America,026009593,IBM,7408305008,BMO Harris Bank (US),071000288,ACH Credit,236312.45,USD,Completed
TRNAC2DEC5FCC,2025-10-12,United Parcel Service (UPS),1847889303,BMO Harris Bank (US),071000288,Ford Motor Company,8580573418,Wells Fargo,121000248,Domestic Wire,1876601.45,USD,Completed
TRN5AE5FFE0EB,2025-11-19,The Home Depot,9931112876,BMO Harris Bank (US),071000288,AT&T,5091148842,U.S. Bank,091000022,RTP (Real-Time Payment),13684.79,USD,Completed
TRNEB59346B6D,2025-05-23,Exxon Mobil,8327824594,Bank of America,026009593,Johnson & Johnson,1937108034,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),5922.98,USD,Completed
TRN68215D3EF0,2025-08-12,Oracle Corp.,9462224319,Wells Fargo,121000248,Gordon Food Service,9476296256,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),6964.54,USD,Completed
TRNE97F1DEF18,2025-08-14,Marathon Petroleum,2697049596,BMO Harris Bank (US),071000288,Innovative Tech Solutions,8270784463,U.S. Bank,091000022,ACH Credit,243867.93,USD,Pending
TRN878A2AF6E3,2025-06-27,Chevron,8927026686,BMO Harris Bank (US),071000288,Precision Manufacturing Inc.,3607292302,Wells Fargo,121000248,Domestic Wire,1884267.97,USD,Completed
TRN21EA945B7D,2025-03-25,AmerisourceBergen,6949362350,BMO Harris Bank (US),071000288,Gordon Food Service,2463437970,PNC Bank,043000096,RTP (Real-Time Payment),1995.83,USD,Pending
TRN4622679855,2025-11-23,Apple Inc.,2173647163,BMO Harris Bank (US),071000288,Creative Marketing Group,7469884701,PNC Bank,043000096,RTP (Real-Time Payment),20184.89,USD,Completed
TRN1A0C6FDBC9,2025-10-10,Digital Realty Trust,6891521159,BMO Harris Bank (US),071000288,PayDay Services Inc.,7487006810,Citibank,021000089,ACH Credit,13699.82,USD,Completed
TRNE1D13587B2,2025-10-25,United Parcel Service (UPS),8136823655,BMO Harris Bank (US),071000288,General Motors,9907845514,Wells Fargo,121000248,ACH Credit,230706.97,USD,Failed
TRN227DCE0E16,2025-11-21,Delta Air Lines,4106822816,BMO Harris Bank (US),071000288,Intel Corp.,6873830831,"TD Bank, N.A. (US)",031101266,RTP (Real-Time Payment),19362.46,USD,Completed
TRNBDA71B445B,2025-06-05,AT&T,4830796977,U.S. Bank,091000022,AmerisourceBergen,4949989447,BMO Harris Bank (US),071000288,Domestic Wire,2650942.71,USD,Completed
TRN5215DEB83F,2025-09-21,Office Depot,4548183241,Wells Fargo,121000248,Target Corp.,9967180199,BMO Harris Bank (US),071000288,ACH Credit,154434.38,USD,Completed
TRN6654F673F5,2025-11-09,Chevron,7732705811,Wells Fargo,121000248,Verizon Communications,6160557094,BMO Harris Bank (US),071000288,ACH Credit,163190.14,USD,Pending
TRN78C30F59CE,2025-10-26,The Walt Disney Company,9836344335,U.S. Bank,091000022,Cisco Systems,1438620243,BMO Harris Bank (US),071000288,ACH Credit,17235.83,USD,Completed
TRN85A93A0DCE,2025-07-30,Innovative Tech Solutions,6249887702,BMO Harris Bank (US),071000288,Starbucks Corp.,2707544678,JPMorgan Chase,021000021,RTP (Real-Time Payment),9515.61,USD,Completed
TRN396442EE14,2025-07-26,Costco Wholesale,6503735961,BMO Harris Bank (US),071000288,Microsoft Corp.,9931596579,JPMorgan Chase,021000021,ACH Credit,193745.92,USD,Completed
TRN4EB0353862,2025-04-12,Kroger,4163919941,Citibank,021000089,Oracle Corp.,5542328714,BMO Harris Bank (US),071000288,Domestic Wire,655200.41,USD,Failed
TRN9701FAE909,2025-01-24,Intel Corp.,8930639046,PNC Bank,043000096,PepsiCo,9655127459,BMO Harris Bank (US),071000288,ACH Debit,124896.35,USD,Completed
TRNDA39F88069,2025-07-28,Exxon Mobil,1317807736,BMO Harris Bank (US),071000288,American Tower Corp.,7134423759,"TD Bank, N.A. (US)",031101266,ACH Debit,129665.58,USD,Completed
TRN82432A9032,2025-07-01,Alphabet Inc.,8956523781,Citibank,021000089,Cisco Systems,7513234510,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),13407.46,USD,Completed
TRN6DC7F78052,2025-11-19,Cisco Systems,5739411272,Citibank,021000089,Microsoft Corp.,4257582105,BMO Harris Bank (US),071000288,ACH Debit,30873.81,USD,Completed
TRN72F71809AA,2025-03-08,PayDay Services Inc.,9367650011,BMO Harris Bank (US),071000288,Precision Manufacturing Inc.,9447783105,JPMorgan Chase,021000021,RTP (Real-Time Payment),1180.90,USD,Completed
TRNFAE3F993D9,2025-09-18,Alphabet Inc.,8668341043,BMO Harris Bank (US),071000288,General Motors,1459580303,U.S. Bank,091000022,ACH Debit,21682.11,USD,Failed
TRN91D3EC5F8B,2025-02-10,Alphabet Inc.,4094752436,BMO Harris Bank (US),071000288,Digital Realty Trust,6589651252,U.S. Bank,091000022,ACH Credit,247246.69,USD,Pending
TRN46FE021708,2025-11-20,General Motors,2891329994,BMO Harris Bank (US),071000288,The Walt Disney Company,6659765279,"TD Bank, N.A. (US)",031101266,RTP (Real-Time Payment),23570.66,USD,Failed
TRN5255BE0630,2025-06-01,PayDay Services Inc.,8341718582,BMO Harris Bank (US),071000288,Verizon Communications,4043137487,JPMorgan Chase,021000021,RTP (Real-Time Payment),15328.32,USD,Completed
TRND6CFB77D8B,2025-08-03,Innovative Tech Solutions,3548410455,BMO Harris Bank (US),071000288,Precision Manufacturing Inc.,3565387514,Citibank,021000089,Domestic Wire,3176404.01,USD,Completed
TRND412E044E9,2025-07-28,Office Depot,1395167666,BMO Harris Bank (US),071000288,Delta Air Lines,7902327032,PNC Bank,043000096,ACH Debit,128718.55,USD,Completed
TRNEB96D62526,2025-05-19,United Parcel Service (UPS),4387047603,PNC Bank,043000096,McKesson,3467508080,BMO Harris Bank (US),071000288,ACH Credit,143479.54,USD,Completed
TRN4928A51E99,2025-10-28,Walmart Inc.,8872426912,Wells Fargo,121000248,Sysco Corporation,4479694370,BMO Harris Bank (US),071000288,ACH Debit,208201.76,USD,Completed
TRN37D0BBDBFC,2025-10-24,Oracle Corp.,4141643989,"TD Bank, N.A. (US)",031101266,Apple Inc.,3087711655,BMO Harris Bank (US),071000288,Domestic Wire,4468564.62,USD,Completed
TRN5C13B21AAD,2025-12-17,Intel Corp.,4936922626,BMO Harris Bank (US),071000288,Starbucks Corp.,5862368218,Citibank,021000089,ACH Debit,33678.04,USD,Completed
TRN7F71E48028,2025-05-09,Cardinal Health,8383676959,Wells Fargo,121000248,Sysco Corporation,2356375069,BMO Harris Bank (US),071000288,Domestic Wire,3792656.09,USD,Completed
TRN08AECF93ED,2025-10-24,Costco Wholesale,6943823580,Wells Fargo,121000248,Alphabet Inc.,2458911555,BMO Harris Bank (US),071000288,ACH Debit,203463.23,USD,Completed
TRNA695316B16,2025-04-30,Apple Inc.,5902710798,BMO Harris Bank (US),071000288,Johnson & Johnson,5511410599,U.S. Bank,091000022,ACH Credit,185450.65,USD,Completed
TRN786263BFC2,2025-05-17,Verizon Communications,5256198249,BMO Harris Bank (US),071000288,Global Logistics Partners,8295872809,Wells Fargo,121000248,ACH Credit,90618.20,USD,Completed
TRNC09D0B35D6,2025-02-26,Main Street Cafe Supplies,9314691314,Wells Fargo,121000248,Microsoft Corp.,5208882248,BMO Harris Bank (US),071000288,Domestic Wire,757320.45,USD,Failed
TRNF5FBF103ED,2025-07-26,Ford Motor Company,1517270305,BMO Harris Bank (US),071000288,Marathon Petroleum,5975609203,"TD Bank, N.A. (US)",031101266,Domestic Wire,2584439.51,USD,Completed
TRND53EA6DC99,2025-04-06,Precision Manufacturing Inc.,4364291055,JPMorgan Chase,021000021,Oracle Corp.,4319137570,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),15334.30,USD,Completed
TRN540D9A5AAC,2025-12-08,Ford Motor Company,3758408401,BMO Harris Bank (US),071000288,McKesson,5653551139,Citibank,021000089,RTP (Real-Time Payment),1736.96,USD,Completed
TRN22E0CF8AF5,2025-10-29,PayDay Services Inc.,9657056333,"TD Bank, N.A. (US)",031101266,McKesson,6138816712,BMO Harris Bank (US),071000288,ACH Credit,74241.26,USD,Completed
TRN88698DD330,2025-10-31,IBM,8961798650,BMO Harris Bank (US),071000288,Global Logistics Partners,1134715109,Wells Fargo,121000248,ACH Debit,101518.66,USD,Completed
TRNC04E643295,2025-12-11,Digital Realty Trust,3668079627,BMO Harris Bank (US),071000288,Walmart Inc.,8986329155,U.S. Bank,091000022,RTP (Real-Time Payment),7998.90,USD,Completed
TRNE73B0220B3,2025-09-04,Cardinal Health,1115145849,BMO Harris Bank (US),071000288,Boeing,2684911830,Citibank,021000089,ACH Debit,64262.12,USD,Pending
TRN8D49A4F174,2025-03-08,Microsoft Corp.,2475541739,PNC Bank,043000096,United Parcel Service (UPS),7629793408,BMO Harris Bank (US),071000288,ACH Credit,234860.70,USD,Completed
TRN2BF6013878,2025-06-13,Gordon Food Service,6721075617,U.S. Bank,091000022,American Tower Corp.,4190061280,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),15800.07,USD,Pending
TRN962EF345E0,2025-09-20,Alphabet Inc.,4120801202,BMO Harris Bank (US),071000288,AT&T,7931964320,Bank of America,026009593,ACH Credit,208328.91,USD,Completed
TRN820D5B80C8,2025-01-18,Walmart Inc.,9719353187,BMO Harris Bank (US),071000288,AmerisourceBergen,1453202822,Citibank,021000089,ACH Debit,23535.84,USD,Pending
TRNB17F123517,2025-11-05,Intel Corp.,9961144110,PNC Bank,043000096,Microsoft Corp.,9747004037,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),11414.20,USD,Completed
TRN9723BF7881,2025-07-07,Cardinal Health,9850027947,PNC Bank,043000096,The Home Depot,9185007221,BMO Harris Bank (US),071000288,ACH Credit,179956.23,USD,Failed
TRNAB4ADD3D75,2025-09-01,Chevron,3224015910,Bank of America,026009593,CVS Health,4853940779,BMO Harris Bank (US),071000288,ACH Debit,195099.75,USD,Completed
TRND29C1184AD,2025-05-29,"Amazon.com, Inc.",7409888650,"TD Bank, N.A. (US)",031101266,The Home Depot,3539195696,BMO Harris Bank (US),071000288,Domestic Wire,2687157.42,USD,Completed
TRN92D88C741D,2025-12-24,Apple Inc.,9107696537,Bank of America,026009593,Procter & Gamble,5381116701,BMO Harris Bank (US),071000288,ACH Debit,54691.72,USD,Failed
TRNE68814ABAD,2025-02-13,AT&T,8616664982,BMO Harris Bank (US),071000288,The Home Depot,6202266633,U.S. Bank,091000022,Domestic Wire,3673468.12,USD,Completed
TRNA796CEC523,2025-02-13,"Amazon.com, Inc.",6049599329,JPMorgan Chase,021000021,PepsiCo,3778748001,BMO Harris Bank (US),071000288,ACH Credit,241166.26,USD,Completed
TRNE28A9E9DF1,2025-09-19,Creative Marketing Group,9657241361,BMO Harris Bank (US),071000288,UnitedHealth Group,3495282212,"TD Bank, N.A. (US)",031101266,ACH Credit,105706.12,USD,Completed
TRNBB1065522D,2025-12-25,United Parcel Service (UPS),6473716502,BMO Harris Bank (US),071000288,Johnson & Johnson,4081702826,Bank of America,026009593,RTP (Real-Time Payment),23381.32,USD,Completed
TRN57DED98AA5,2025-01-09,Oracle Corp.,2186885646,Wells Fargo,121000248,Cisco Systems,6911027872,BMO Harris Bank (US),071000288,Domestic Wire,3646297.38,USD,Completed
TRN04551FA5E7,2025-12-23,Chevron,3733156353,BMO Harris Bank (US),071000288,Microsoft Corp.,5863634556,Wells Fargo,121000248,Domestic Wire,3220147.29,USD,Completed
TRNA1A00284F4,2025-06-26,Chevron,3441923960,BMO Harris Bank (US),071000288,General Motors,8711479533,JPMorgan Chase,021000021,RTP (Real-Time Payment),23012.20,USD,Pending
TRNFD45B06AD0,2025-09-30,Gordon Food Service,5517746932,BMO Harris Bank (US),071000288,United Parcel Service (UPS),1099119799,Bank of America,026009593,ACH Credit,12374.25,USD,Completed
TRN467308573D,2025-05-05,Main Street Cafe Supplies,2055977837,U.S. Bank,091000022,Walmart Inc.,1867475407,BMO Harris Bank (US),071000288,ACH Credit,32805.12,USD,Completed
TRN6B27DD9F1D,2025-11-06,McKesson,7552560744,Bank of America,026009593,Precision Manufacturing Inc.,7170288229,BMO Harris Bank (US),071000288,Domestic Wire,4465465.54,USD,Completed
TRN29263D9800,2025-03-08,Verizon Communications,4938506751,BMO Harris Bank (US),071000288,Ford Motor Company,2910313003,Bank of America,026009593,Domestic Wire,3936785.61,USD,Completed
TRN29E8E74403,2025-10-07,Marathon Petroleum,8311169789,BMO Harris Bank (US),071000288,PepsiCo,2619905002,"TD Bank, N.A. (US)",031101266,Domestic Wire,3515730.41,USD,Completed
TRNAD6E470127,2025-05-20,IBM,8881936133,BMO Harris Bank (US),071000288,CVS Health,1348761244,JPMorgan Chase,021000021,RTP (Real-Time Payment),10014.12,USD,Completed
TRN2C042CBF89,2025-11-23,Precision Manufacturing Inc.,3505869064,BMO Harris Bank (US),071000288,Target Corp.,5334374277,PNC Bank,043000096,ACH Debit,102828.42,USD,Completed
TRN6A9A4F2495,2025-02-01,Apple Inc.,8607410404,BMO Harris Bank (US),071000288,Delta Air Lines,5841839966,U.S. Bank,091000022,ACH Debit,128469.58,USD,Completed
TRNE3865BE71A,2025-06-28,UnitedHealth Group,2964900236,BMO Harris Bank (US),071000288,Walmart Inc.,3628926137,JPMorgan Chase,021000021,ACH Debit,94385.35,USD,Completed
TRNB0B91ED52D,2025-10-30,PayDay Services Inc.,9322502434,PNC Bank,043000096,Target Corp.,4370444172,BMO Harris Bank (US),071000288,RTP (Real-Time Payment),16136.99,USD,Completed
TRN3EF133C00C,2025-11-27,Main Street Cafe Supplies,4088401173,PNC Bank,043000096,General Motors,2186065182,BMO Harris Bank (US),071000288,ACH Debit,199010.41,USD,Failed
TRNBB99721BC6,2025-09-08,Starbucks Corp.,6583895510,BMO Harris Bank (US),071000288,Exxon Mobil,3346529115,JPMorgan Chase,021000021,RTP (Real-Time Payment),1907.19,USD,Completed
TRN72FC9A004B,2025-03-24,Walmart Inc.,2501150448,PNC Bank,043000096,Verizon Communications,6566912204,BMO Harris Bank (US),071000288,ACH Credit,243428.96,USD,Failed
TRN98BE48BBEB,2025-02-14,The Walt Disney Company,4370530209,BMO Harris Bank (US),071000288,Chevron,9199098161,Citibank,021000089,RTP (Real-Time Payment),2295.55,USD,Completed
