PartyAccountKey,PartyName,AccountNumber,BankName,RoutingNumber,PartyID,BankID,AccountType,AccountStatus,CurrencyCode
484,Alphabet Inc.,7673990018,U.S. Bank,91000022,PTY3800715745,BNK1729803148,DDA,Open,USD
485,Procter & Gamble,1347438694,BMO Harris Bank (US),71000288,PTY9114316110,BNK8987547752,Savings,Restricted,USD
486,IBM,9609498753,JPMorgan Chase,21000021,PTY9991254081,BNK0502728543,Savings,Open,USD
487,Johnson & Johnson,3702175199,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,Settlement,Restricted,USD
488,Kroger,7916605504,BMO Harris Bank (US),71000288,PTY2816857400,BNK8987547752,Checking,Open,USD
489,Alphabet Inc.,6053682629,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Operating,Open,USD
490,Chevron,7059443601,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Operating,Open,USD
491,Exxon Mobil,9143143170,Citibank,21000089,PTY4098054023,BNK7811237235,Operating,Open,USD
492,Alphabet Inc.,5239009560,"TD Bank, N.A. (US)",31101266,PTY3800715745,BNK5167971386,Operating,Open,USD
493,PepsiCo,1981966228,BMO Harris Bank (US),71000288,PTY9667484413,BNK8987547752,Settlement,Open,USD
494,Starbucks Corp.,2425586308,Citibank,21000089,PTY4366635798,BNK7811237235,Checking,Open,USD
495,CVS Health,6890794478,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Operating,Open,USD
496,Chevron,8475735314,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Operating,Open,USD
497,Intel Corp.,2272325252,Bank of America,26009593,PTY1011683210,BNK2654045252,Checking,Open,USD
498,Costco Wholesale,9714441153,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Checking,Open,USD
499,Marathon Petroleum,2298685966,Citibank,21000089,PTY1715304471,BNK7811237235,Operating,Restricted,USD
500,Cardinal Health,2925071201,Wells Fargo,121000248,PTY0732888932,BNK3042761640,Checking,Open,USD
501,General Motors,3637699913,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Checking,Open,USD
502,Creative Marketing Group,5513895467,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Savings,Restricted,USD
503,Delta Air Lines,4229494758,"TD Bank, N.A. (US)",31101266,PTY6986278352,BNK5167971386,Savings,Restricted,USD
504,Apple Inc.,9101701585,BMO Harris Bank (US),71000288,PTY8195116288,BNK8987547752,Checking,Open,USD
505,Intel Corp.,6103702317,"TD Bank, N.A. (US)",31101266,PTY1011683210,BNK5167971386,Settlement,Open,USD
506,PepsiCo,6226484493,Citibank,21000089,PTY9667484413,BNK7811237235,Checking,Restricted,USD
507,McKesson,5923915778,Citibank,21000089,PTY9015919892,BNK7811237235,Operating,Open,USD
508,IBM,5603943318,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Settlement,Open,USD
509,AT&T,1666348038,"TD Bank, N.A. (US)",31101266,PTY7409806428,BNK5167971386,Operating,Restricted,USD
510,Cisco Systems,8060639173,U.S. Bank,91000022,PTY7660810586,BNK1729803148,Savings,Restricted,USD
511,Precision Manufacturing Inc.,1241657868,Bank of America,26009593,PTY0015665627,BNK2654045252,Settlement,Open,USD
512,Costco Wholesale,8767286292,Bank of America,26009593,PTY9054121056,BNK2654045252,Operating,Restricted,USD
513,Precision Manufacturing Inc.,9712154329,BMO Harris Bank (US),71000288,PTY0015665627,BNK8987547752,Checking,Open,USD
514,Sysco Corporation,5257119965,BMO Harris Bank (US),71000288,PTY5683558312,BNK8987547752,Checking,Open,USD
515,PepsiCo,6140243949,Bank of America,26009593,PTY9667484413,BNK2654045252,Savings,Open,USD
516,Exxon Mobil,4723349281,BMO Harris Bank (US),71000288,PTY4098054023,BNK8987547752,DDA,Open,USD
517,American Tower Corp.,6640430818,Bank of America,26009593,PTY7127548754,BNK2654045252,DDA,Open,USD
518,Cisco Systems,2669499741,JPMorgan Chase,21000021,PTY7660810586,BNK0502728543,Checking,Open,USD
519,PayDay Services Inc.,7967270897,U.S. Bank,91000022,PTY8831115208,BNK1729803148,Operating,Restricted,USD
520,Global Logistics Partners,1749512724,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,DDA,Open,USD
521,The Home Depot,4373702523,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Savings,Open,USD
522,The Home Depot,9599410870,PNC Bank,43000096,PTY6142414132,BNK5511105923,Checking,Restricted,USD
523,Main Street Cafe Supplies,3780077822,Citibank,21000089,PTY4103622305,BNK7811237235,Settlement,Restricted,USD
524,Marathon Petroleum,8625277947,JPMorgan Chase,21000021,PTY1715304471,BNK0502728543,Settlement,Restricted,USD
525,Walgreens Boots Alliance,4856961918,JPMorgan Chase,21000021,PTY8610634653,BNK0502728543,Checking,Open,USD
526,UnitedHealth Group,1865670449,Citibank,21000089,PTY2077606336,BNK7811237235,Operating,Open,USD
527,Sysco Corporation,2965533702,Citibank,21000089,PTY5683558312,BNK7811237235,Operating,Open,USD
528,McKesson,7720596503,BMO Harris Bank (US),71000288,PTY9015919892,BNK8987547752,Savings,Open,USD
529,Microsoft Corp.,7699693868,"TD Bank, N.A. (US)",31101266,PTY3912292247,BNK5167971386,DDA,Restricted,USD
530,Target Corp.,5359672998,Bank of America,26009593,PTY7876339522,BNK2654045252,Checking,Restricted,USD
531,Intel Corp.,9988241043,"TD Bank, N.A. (US)",31101266,PTY1011683210,BNK5167971386,Operating,Open,USD
532,Walgreens Boots Alliance,3159649485,Bank of America,26009593,PTY8610634653,BNK2654045252,Checking,Open,USD
533,Starbucks Corp.,6022503852,BMO Harris Bank (US),71000288,PTY4366635798,BNK8987547752,Settlement,Open,USD
534,Global Logistics Partners,5887619044,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,Savings,Open,USD
535,The Home Depot,5946584683,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,DDA,Open,USD
536,Creative Marketing Group,8690037499,JPMorgan Chase,21000021,PTY0828869254,BNK0502728543,Settlement,Open,USD
537,Boeing,3341158172,BMO Harris Bank (US),71000288,PTY4316007792,BNK8987547752,DDA,Open,USD
538,Creative Marketing Group,2527050522,BMO Harris Bank (US),71000288,PTY0828869254,BNK8987547752,Checking,Open,USD
539,Apple Inc.,4080884416,U.S. Bank,91000022,PTY8195116288,BNK1729803148,Settlement,Open,USD
540,PayDay Services Inc.,5641759585,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,Settlement,Open,USD
541,Walmart Inc.,2310859349,U.S. Bank,91000022,PTY6646531938,BNK1729803148,Savings,Open,USD
542,Delta Air Lines,8812645937,BMO Harris Bank (US),71000288,PTY6986278352,BNK8987547752,Settlement,Open,USD
543,American Tower Corp.,9818092101,Bank of America,26009593,PTY7127548754,BNK2654045252,Checking,Restricted,USD
544,Alphabet Inc.,5104240438,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Checking,Open,USD
545,Apple Inc.,2610176769,U.S. Bank,91000022,PTY8195116288,BNK1729803148,Savings,Restricted,USD
546,The Home Depot,4563274513,Bank of America,26009593,PTY6142414132,BNK2654045252,Operating,Restricted,USD
547,Global Logistics Partners,6721414007,"TD Bank, N.A. (US)",31101266,PTY1309692604,BNK5167971386,Savings,Restricted,USD
548,Delta Air Lines,5131026548,PNC Bank,43000096,PTY6986278352,BNK5511105923,Settlement,Restricted,USD
549,General Motors,2845395064,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Savings,Restricted,USD
550,IBM,2824001324,Citibank,21000089,PTY9991254081,BNK7811237235,Savings,Open,USD
551,Global Logistics Partners,3969046228,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,Savings,Open,USD
552,Cisco Systems,8738850032,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Settlement,Open,USD
553,PepsiCo,4047209155,Wells Fargo,121000248,PTY9667484413,BNK3042761640,Savings,Open,USD
554,Alphabet Inc.,1043031116,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Savings,Open,USD
555,Exxon Mobil,3348229925,U.S. Bank,91000022,PTY4098054023,BNK1729803148,Savings,Open,USD
556,AmerisourceBergen,4868219679,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Settlement,Open,USD
557,Delta Air Lines,7068619618,"TD Bank, N.A. (US)",31101266,PTY6986278352,BNK5167971386,Operating,Open,USD
558,AT&T,4166132948,U.S. Bank,91000022,PTY7409806428,BNK1729803148,Savings,Open,USD
559,Boeing,3607999170,JPMorgan Chase,21000021,PTY4316007792,BNK0502728543,Settlement,Open,USD
560,Starbucks Corp.,6017712323,BMO Harris Bank (US),71000288,PTY4366635798,BNK8987547752,Checking,Open,USD
561,Innovative Tech Solutions,9793335324,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,Operating,Restricted,USD
562,Intel Corp.,1522490564,"TD Bank, N.A. (US)",31101266,PTY1011683210,BNK5167971386,DDA,Restricted,USD
563,Walgreens Boots Alliance,4716859572,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,Settlement,Open,USD
564,Walmart Inc.,4280407927,U.S. Bank,91000022,PTY6646531938,BNK1729803148,Checking,Open,USD
565,Verizon Communications,1089067161,"TD Bank, N.A. (US)",31101266,PTY7037572584,BNK5167971386,Savings,Restricted,USD
566,Main Street Cafe Supplies,3015583375,BMO Harris Bank (US),71000288,PTY4103622305,BNK8987547752,Operating,Open,USD
567,Microsoft Corp.,6821057675,BMO Harris Bank (US),71000288,PTY3912292247,BNK8987547752,Checking,Open,USD
568,Walmart Inc.,1636302592,BMO Harris Bank (US),71000288,PTY6646531938,BNK8987547752,Settlement,Restricted,USD
569,AmerisourceBergen,3522680700,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,DDA,Open,USD
570,United Parcel Service (UPS),1554271594,Citibank,21000089,PTY1197137317,BNK7811237235,Settlement,Open,USD
571,Costco Wholesale,7511228757,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Checking,Restricted,USD
572,AT&T,2947332902,PNC Bank,43000096,PTY7409806428,BNK5511105923,Savings,Open,USD
573,Office Depot,8310369727,BMO Harris Bank (US),71000288,PTY6420189976,BNK8987547752,Savings,Open,USD
574,McKesson,6950690175,Citibank,21000089,PTY9015919892,BNK7811237235,Operating,Restricted,USD
575,Delta Air Lines,8917408002,"TD Bank, N.A. (US)",31101266,PTY6986278352,BNK5167971386,Operating,Restricted,USD
576,Cisco Systems,9831342565,U.S. Bank,91000022,PTY7660810586,BNK1729803148,Operating,Open,USD
577,AmerisourceBergen,2589992487,Wells Fargo,121000248,PTY6368312283,BNK3042761640,Savings,Open,USD
578,"Amazon.com, Inc.",9487349769,BMO Harris Bank (US),71000288,PTY2779315664,BNK8987547752,Operating,Restricted,USD
579,Walgreens Boots Alliance,5130557995,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,DDA,Restricted,USD
580,Chevron,9451260156,BMO Harris Bank (US),71000288,PTY3748933244,BNK8987547752,Operating,Open,USD
581,American Tower Corp.,5066474182,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Savings,Open,USD
582,PepsiCo,1705111402,"TD Bank, N.A. (US)",31101266,PTY9667484413,BNK5167971386,Checking,Restricted,USD
583,Ford Motor Company,4837043007,BMO Harris Bank (US),71000288,PTY7056058482,BNK8987547752,Settlement,Open,USD
584,Ford Motor Company,7141191899,BMO Harris Bank (US),71000288,PTY7056058482,BNK8987547752,DDA,Open,USD
585,IBM,2318864670,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Settlement,Open,USD
586,Costco Wholesale,9362350686,PNC Bank,43000096,PTY9054121056,BNK5511105923,Settlement,Open,USD
587,Alphabet Inc.,1031501668,PNC Bank,43000096,PTY3800715745,BNK5511105923,Checking,Open,USD
588,Alphabet Inc.,6445146476,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Savings,Restricted,USD
589,AmerisourceBergen,2696819903,"TD Bank, N.A. (US)",31101266,PTY6368312283,BNK5167971386,Checking,Open,USD
590,Office Depot,9551286319,BMO Harris Bank (US),71000288,PTY6420189976,BNK8987547752,Settlement,Restricted,USD
591,AmerisourceBergen,6393981561,Bank of America,26009593,PTY6368312283,BNK2654045252,Checking,Open,USD
592,Verizon Communications,7977904052,JPMorgan Chase,21000021,PTY7037572584,BNK0502728543,DDA,Open,USD
593,Main Street Cafe Supplies,5662990409,Bank of America,26009593,PTY4103622305,BNK2654045252,Operating,Open,USD
594,Delta Air Lines,9526973350,PNC Bank,43000096,PTY6986278352,BNK5511105923,DDA,Open,USD
595,Precision Manufacturing Inc.,1569191691,U.S. Bank,91000022,PTY0015665627,BNK1729803148,Settlement,Open,USD
596,American Tower Corp.,7646061757,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Settlement,Open,USD
597,Walgreens Boots Alliance,9413509229,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,Savings,Open,USD
598,Walgreens Boots Alliance,4653646036,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,Savings,Open,USD
599,Ford Motor Company,3133223720,Citibank,21000089,PTY7056058482,BNK7811237235,Operating,Open,USD
600,Costco Wholesale,8985139672,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Settlement,Open,USD
601,Precision Manufacturing Inc.,5847862305,Citibank,21000089,PTY0015665627,BNK7811237235,Settlement,Restricted,USD
602,Intel Corp.,5545844278,BMO Harris Bank (US),71000288,PTY1011683210,BNK8987547752,DDA,Open,USD
603,AT&T,1518253496,BMO Harris Bank (US),71000288,PTY7409806428,BNK8987547752,Settlement,Open,USD
604,PepsiCo,4922652762,JPMorgan Chase,21000021,PTY9667484413,BNK0502728543,Checking,Open,USD
605,McKesson,5275695580,Bank of America,26009593,PTY9015919892,BNK2654045252,DDA,Open,USD
606,Target Corp.,7165165574,BMO Harris Bank (US),71000288,PTY7876339522,BNK8987547752,Checking,Open,USD
607,Innovative Tech Solutions,1820064783,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,DDA,Open,USD
608,Innovative Tech Solutions,4695414195,Citibank,21000089,PTY8946337887,BNK7811237235,Operating,Restricted,USD
609,Kroger,9410876121,BMO Harris Bank (US),71000288,PTY2816857400,BNK8987547752,Checking,Open,USD
610,Cisco Systems,6761658735,PNC Bank,43000096,PTY7660810586,BNK5511105923,Settlement,Open,USD
611,Oracle Corp.,7057003560,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Operating,Open,USD
612,Verizon Communications,5455499780,BMO Harris Bank (US),71000288,PTY7037572584,BNK8987547752,Operating,Open,USD
613,Digital Realty Trust,9996645098,Citibank,21000089,PTY9286704350,BNK7811237235,Savings,Open,USD
614,Sysco Corporation,2683034816,Wells Fargo,121000248,PTY5683558312,BNK3042761640,Operating,Open,USD
615,United Parcel Service (UPS),9441787888,Wells Fargo,121000248,PTY1197137317,BNK3042761640,Settlement,Open,USD
616,Innovative Tech Solutions,5502415056,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,DDA,Restricted,USD
617,Alphabet Inc.,4446817474,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Operating,Open,USD
618,AT&T,1982592499,U.S. Bank,91000022,PTY7409806428,BNK1729803148,DDA,Open,USD
619,PayDay Services Inc.,9059536730,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,DDA,Open,USD
620,Cardinal Health,2170115899,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Savings,Open,USD
621,CVS Health,2544717144,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,Operating,Open,USD
622,Cardinal Health,1115955321,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Operating,Open,USD
623,PayDay Services Inc.,3718753221,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,Settlement,Restricted,USD
624,CVS Health,6015831741,Wells Fargo,121000248,PTY1282810700,BNK3042761640,Settlement,Open,USD
625,Exxon Mobil,5317808490,Citibank,21000089,PTY4098054023,BNK7811237235,DDA,Restricted,USD
626,American Tower Corp.,2374168215,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Settlement,Open,USD
627,Walgreens Boots Alliance,8440950641,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,Savings,Open,USD
628,Innovative Tech Solutions,7946155692,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,Operating,Open,USD
629,Exxon Mobil,7942052685,Bank of America,26009593,PTY4098054023,BNK2654045252,DDA,Open,USD
630,CVS Health,7834565023,Wells Fargo,121000248,PTY1282810700,BNK3042761640,Operating,Open,USD
631,McKesson,9655791850,Citibank,21000089,PTY9015919892,BNK7811237235,DDA,Restricted,USD
632,Global Logistics Partners,3060947625,Wells Fargo,121000248,PTY1309692604,BNK3042761640,DDA,Restricted,USD
633,The Walt Disney Company,2191846506,U.S. Bank,91000022,PTY6809545140,BNK1729803148,Checking,Open,USD
634,Oracle Corp.,9146746214,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Operating,Open,USD
635,AmerisourceBergen,4569459119,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Operating,Restricted,USD
636,Delta Air Lines,3317005740,U.S. Bank,91000022,PTY6986278352,BNK1729803148,Checking,Restricted,USD
637,United Parcel Service (UPS),2615901288,Wells Fargo,121000248,PTY1197137317,BNK3042761640,Savings,Open,USD
638,Global Logistics Partners,5270382889,Citibank,21000089,PTY1309692604,BNK7811237235,Settlement,Open,USD
639,United Parcel Service (UPS),3307629784,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Savings,Open,USD
640,Procter & Gamble,3875627450,Wells Fargo,121000248,PTY9114316110,BNK3042761640,Savings,Open,USD
641,CVS Health,4855765696,PNC Bank,43000096,PTY1282810700,BNK5511105923,Checking,Open,USD
642,United Parcel Service (UPS),8126174605,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Savings,Open,USD
643,Costco Wholesale,5700521221,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,Operating,Open,USD
644,Ford Motor Company,5357017790,BMO Harris Bank (US),71000288,PTY7056058482,BNK8987547752,Operating,Restricted,USD
645,Microsoft Corp.,2283653774,Citibank,21000089,PTY3912292247,BNK7811237235,Checking,Open,USD
646,Intel Corp.,7048032477,BMO Harris Bank (US),71000288,PTY1011683210,BNK8987547752,Checking,Open,USD
647,Intel Corp.,8074690128,Citibank,21000089,PTY1011683210,BNK7811237235,Operating,Open,USD
648,Oracle Corp.,2848929427,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Savings,Open,USD
649,The Home Depot,6016692611,BMO Harris Bank (US),71000288,PTY6142414132,BNK8987547752,Savings,Open,USD
650,CVS Health,1122223760,BMO Harris Bank (US),71000288,PTY1282810700,BNK8987547752,DDA,Open,USD
651,Sysco Corporation,1707298608,BMO Harris Bank (US),71000288,PTY5683558312,BNK8987547752,Operating,Open,USD
652,Boeing,5165400231,BMO Harris Bank (US),71000288,PTY4316007792,BNK8987547752,DDA,Open,USD
653,Intel Corp.,5839875337,Bank of America,26009593,PTY1011683210,BNK2654045252,DDA,Open,USD
654,AmerisourceBergen,7164007223,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,DDA,Open,USD
655,Verizon Communications,6216707230,JPMorgan Chase,21000021,PTY7037572584,BNK0502728543,Savings,Open,USD
656,Kroger,9549886510,"TD Bank, N.A. (US)",31101266,PTY2816857400,BNK5167971386,Savings,Open,USD
657,United Parcel Service (UPS),4329102538,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Checking,Open,USD
658,United Parcel Service (UPS),8372695582,BMO Harris Bank (US),71000288,PTY1197137317,BNK8987547752,Operating,Open,USD
659,"Amazon.com, Inc.",8881677287,Wells Fargo,121000248,PTY2779315664,BNK3042761640,Operating,Open,USD
660,McKesson,3617462155,BMO Harris Bank (US),71000288,PTY9015919892,BNK8987547752,Savings,Open,USD
661,Kroger,8217317163,JPMorgan Chase,21000021,PTY2816857400,BNK0502728543,DDA,Open,USD
662,Office Depot,3647153628,BMO Harris Bank (US),71000288,PTY6420189976,BNK8987547752,DDA,Open,USD
663,"Amazon.com, Inc.",5761172167,BMO Harris Bank (US),71000288,PTY2779315664,BNK8987547752,DDA,Restricted,USD
664,Walgreens Boots Alliance,9929664458,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,DDA,Open,USD
665,Walgreens Boots Alliance,9705211389,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,Operating,Restricted,USD
666,Innovative Tech Solutions,4106452398,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,Savings,Open,USD
667,Intel Corp.,5617025802,PNC Bank,43000096,PTY1011683210,BNK5511105923,Operating,Restricted,USD
668,Procter & Gamble,3428782017,Wells Fargo,121000248,PTY9114316110,BNK3042761640,Settlement,Open,USD
669,Global Logistics Partners,3721069023,JPMorgan Chase,21000021,PTY1309692604,BNK0502728543,DDA,Open,USD
670,Digital Realty Trust,1987569025,BMO Harris Bank (US),71000288,PTY9286704350,BNK8987547752,DDA,Open,USD
671,Delta Air Lines,3524473122,JPMorgan Chase,21000021,PTY6986278352,BNK0502728543,DDA,Restricted,USD
672,Gordon Food Service,8221655546,BMO Harris Bank (US),71000288,PTY6164974103,BNK8987547752,Savings,Open,USD
673,Cardinal Health,6181396705,JPMorgan Chase,21000021,PTY0732888932,BNK0502728543,Settlement,Open,USD
674,Cisco Systems,6399208426,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Checking,Open,USD
675,Innovative Tech Solutions,3641209220,BMO Harris Bank (US),71000288,PTY8946337887,BNK8987547752,DDA,Open,USD
676,Cisco Systems,7310213080,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Checking,Open,USD
677,Costco Wholesale,9779480009,BMO Harris Bank (US),71000288,PTY9054121056,BNK8987547752,DDA,Open,USD
678,Walmart Inc.,3828876278,PNC Bank,43000096,PTY6646531938,BNK5511105923,Checking,Restricted,USD
679,Starbucks Corp.,5053206374,BMO Harris Bank (US),71000288,PTY4366635798,BNK8987547752,Savings,Restricted,USD
680,Boeing,8186083557,BMO Harris Bank (US),71000288,PTY4316007792,BNK8987547752,Settlement,Restricted,USD
681,AT&T,9110744306,BMO Harris Bank (US),71000288,PTY7409806428,BNK8987547752,Savings,Open,USD
682,UnitedHealth Group,7951345534,Bank of America,26009593,PTY2077606336,BNK2654045252,Settlement,Open,USD
683,Target Corp.,8140333909,BMO Harris Bank (US),71000288,PTY7876339522,BNK8987547752,Checking,Open,USD
684,McKesson,2147523010,BMO Harris Bank (US),71000288,PTY9015919892,BNK8987547752,Settlement,Restricted,USD
685,UnitedHealth Group,6664330915,Wells Fargo,121000248,PTY2077606336,BNK3042761640,Checking,Open,USD
686,Alphabet Inc.,1792706742,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,Checking,Open,USD
687,AmerisourceBergen,7466160589,Citibank,21000089,PTY6368312283,BNK7811237235,Savings,Open,USD
688,American Tower Corp.,8092884580,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Settlement,Open,USD
689,IBM,3571003025,BMO Harris Bank (US),71000288,PTY9991254081,BNK8987547752,Operating,Open,USD
690,Walmart Inc.,7494711754,BMO Harris Bank (US),71000288,PTY6646531938,BNK8987547752,Savings,Open,USD
691,PayDay Services Inc.,4238436360,PNC Bank,43000096,PTY8831115208,BNK5511105923,DDA,Open,USD
692,Microsoft Corp.,2971708766,Citibank,21000089,PTY3912292247,BNK7811237235,Checking,Open,USD
693,General Motors,2906280629,BMO Harris Bank (US),71000288,PTY8816866210,BNK8987547752,Operating,Open,USD
694,Kroger,2389830846,JPMorgan Chase,21000021,PTY2816857400,BNK0502728543,Savings,Restricted,USD
695,Walmart Inc.,3610590096,Bank of America,26009593,PTY6646531938,BNK2654045252,Settlement,Open,USD
696,Cardinal Health,3196990780,BMO Harris Bank (US),71000288,PTY0732888932,BNK8987547752,Savings,Restricted,USD
697,Intel Corp.,6858967552,BMO Harris Bank (US),71000288,PTY1011683210,BNK8987547752,Checking,Open,USD
698,Creative Marketing Group,8416028666,"TD Bank, N.A. (US)",31101266,PTY0828869254,BNK5167971386,DDA,Open,USD
699,Microsoft Corp.,7711928255,Bank of America,26009593,PTY3912292247,BNK2654045252,DDA,Open,USD
700,Ford Motor Company,5913804625,"TD Bank, N.A. (US)",31101266,PTY7056058482,BNK5167971386,Settlement,Restricted,USD
701,The Walt Disney Company,2731246669,BMO Harris Bank (US),71000288,PTY6809545140,BNK8987547752,Checking,Open,USD
702,AmerisourceBergen,1699311778,Citibank,21000089,PTY6368312283,BNK7811237235,DDA,Open,USD
703,AmerisourceBergen,8213326823,PNC Bank,43000096,PTY6368312283,BNK5511105923,Operating,Open,USD
704,PepsiCo,2793129785,Wells Fargo,121000248,PTY9667484413,BNK3042761640,Operating,Open,USD
705,Costco Wholesale,9097801459,Wells Fargo,121000248,PTY9054121056,BNK3042761640,DDA,Open,USD
706,Office Depot,7960567591,BMO Harris Bank (US),71000288,PTY6420189976,BNK8987547752,Checking,Open,USD
707,Global Logistics Partners,5479586869,BMO Harris Bank (US),71000288,PTY1309692604,BNK8987547752,Operating,Restricted,USD
708,United Parcel Service (UPS),9155598997,Citibank,21000089,PTY1197137317,BNK7811237235,Checking,Open,USD
709,Cisco Systems,6468086220,"TD Bank, N.A. (US)",31101266,PTY7660810586,BNK5167971386,DDA,Open,USD
710,Starbucks Corp.,5004166146,JPMorgan Chase,21000021,PTY4366635798,BNK0502728543,DDA,Open,USD
711,Oracle Corp.,1899730338,BMO Harris Bank (US),71000288,PTY2635862597,BNK8987547752,Savings,Open,USD
712,Starbucks Corp.,8460740012,BMO Harris Bank (US),71000288,PTY4366635798,BNK8987547752,DDA,Open,USD
713,PepsiCo,4156660558,PNC Bank,43000096,PTY9667484413,BNK5511105923,Savings,Restricted,USD
714,Intel Corp.,2964294434,"TD Bank, N.A. (US)",31101266,PTY1011683210,BNK5167971386,Operating,Restricted,USD
715,Alphabet Inc.,6574663107,BMO Harris Bank (US),71000288,PTY3800715745,BNK8987547752,DDA,Restricted,USD
716,AT&T,6419839264,BMO Harris Bank (US),71000288,PTY7409806428,BNK8987547752,Settlement,Open,USD
717,Cisco Systems,9927835062,BMO Harris Bank (US),71000288,PTY7660810586,BNK8987547752,Savings,Open,USD
718,Cardinal Health,9894435793,U.S. Bank,91000022,PTY0732888932,BNK1729803148,DDA,Open,USD
719,The Walt Disney Company,2986902219,U.S. Bank,91000022,PTY6809545140,BNK1729803148,DDA,Open,USD
720,Global Logistics Partners,5212600386,Wells Fargo,121000248,PTY1309692604,BNK3042761640,Operating,Open,USD
721,Verizon Communications,2877917481,Citibank,21000089,PTY7037572584,BNK7811237235,Operating,Open,USD
722,Walgreens Boots Alliance,7976061462,BMO Harris Bank (US),71000288,PTY8610634653,BNK8987547752,Savings,Open,USD
723,Main Street Cafe Supplies,4122909994,BMO Harris Bank (US),71000288,PTY4103622305,BNK8987547752,Settlement,Open,USD
724,PayDay Services Inc.,2905812691,BMO Harris Bank (US),71000288,PTY8831115208,BNK8987547752,Savings,Open,USD
725,Johnson & Johnson,5783223594,BMO Harris Bank (US),71000288,PTY0042961820,BNK8987547752,Checking,Open,USD
726,Procter & Gamble,5303873099,BMO Harris Bank (US),71000288,PTY9114316110,BNK8987547752,Savings,Open,USD
727,American Tower Corp.,8574749696,BMO Harris Bank (US),71000288,PTY7127548754,BNK8987547752,Savings,Open,USD
728,AmerisourceBergen,5321443103,BMO Harris Bank (US),71000288,PTY6368312283,BNK8987547752,Savings,Open,USD
